Region,Year,Gender,ICD-10_Cause,ICD-10_Code,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year
Census Region 3: South,2017.0,Female,Other diseases of circulatory system (I71-I78),GR113-072,,,0.3,0.6,1.8,,4.4,10.9,31.0,84.1,
Census Region 3: South,2017.0,Female,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,1.0,,0.7,1.6,4.2,,12.3,30.4,76.4,173.0,4.9
Census Region 3: South,2017.0,Female,Other disorders of circulatory system (I80-I99),GR113-075,,,0.4,0.9,1.2,,1.5,2.7,5.2,15.8,
Census Region 3: South,2017.0,Female,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,0.7,4.3,15.8,,43.4,93.3,279.1,1156.9,
Census Region 3: South,2017.0,Female,Other heart diseases (I26-I51),GR113-064,1.2,1.5,4.4,10.4,20.8,0.6,45.7,106.1,337.7,1476.8,7.6
Census Region 3: South,2017.0,Female,Other nutritional deficiencies (E50-E64),GR113-049,,,,,,,,,,2.8,
Census Region 3: South,2017.0,Female,Pneumonia (J12-J18),GR113-078,,,1.0,1.8,4.6,,10.1,23.8,72.5,265.0,3.2
Census Region 3: South,2017.0,Female,Renal failure (N17-N19),GR113-100,,,0.7,2.0,5.7,,15.3,36.1,92.6,240.0,
Census Region 3: South,2017.0,Female,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.8,1.1,1.7,3.0,4.1,,6.9,13.3,38.9,221.8,77.6
Census Region 3: South,2017.0,Female,"Transport accidents (V01-V99,Y85)",GR113-113,3.7,12.6,10.1,9.0,9.4,2.2,9.1,9.8,14.5,17.1,3.3
Census Region 3: South,2017.0,Female,"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)",GR113-116,,,,,,,0.3,0.3,,,
Census Region 3: South,2017.0,Male,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,12.2,47.5,84.4,81.9,82.3,5.5,85.0,75.2,151.6,425.5,47.7
Census Region 3: South,2017.0,Male,#Alzheimer disease (G30),GR113-052,,,,,,,3.0,26.7,209.5,963.8,
Census Region 3: South,2017.0,Male,#Anemias (D50-D64),GR113-045,,,0.6,0.8,0.7,,1.5,3.4,11.4,33.7,
Census Region 3: South,2017.0,Male,#Aortic aneurysm and dissection (I71),GR113-073,,,0.4,1.4,2.2,,4.6,10.2,22.1,42.9,
Census Region 3: South,2017.0,Male,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,2.2,23.9,25.2,16.6,10.5,1.1,7.3,3.7,3.0,3.9,10.5
Census Region 3: South,2017.0,Male,#Atherosclerosis (I70),GR113-071,,,,,0.3,,1.1,2.7,7.5,30.5,
Census Region 3: South,2017.0,Male,#Cerebrovascular diseases (I60-I69),GR113-070,,0.5,1.8,6.2,18.1,0.3,46.0,102.6,295.9,934.4,3.2
Census Region 3: South,2017.0,Male,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,336.8
Census Region 3: South,2017.0,Male,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,0.5,,1.2,2.5,8.3,22.9,
Census Region 3: South,2017.0,Male,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,2.1,8.6,28.1,,52.5,47.4,42.1,39.7,
Census Region 3: South,2017.0,Male,#Chronic lower respiratory diseases (J40-J47),GR113-082,,0.5,0.9,1.7,10.8,0.4,55.8,166.6,409.3,853.3,
Census Region 3: South,2017.0,Male,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,0.5,1.2,,2.3,4.9,8.8,14.3,
Census Region 3: South,2017.0,Male,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.8,0.8,1.2,1.3,1.6,1.0,2.7,1.9,2.0,4.9,132.3
Census Region 3: South,2017.0,Male,#Diabetes mellitus (E10-E14),GR113-046,,0.7,2.3,7.6,21.9,,51.7,99.1,175.2,295.9,
Census Region 3: South,2017.0,Male,#Diseases of appendix (K35-K38),GR113-091,,,,,,,,,0.8,,
Census Region 3: South,2017.0,Male,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1.3,3.5,13.6,42.8,131.4,0.6,322.4,599.0,1354.4,4225.7,9.7
Census Region 3: South,2017.0,Male,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,0.5,,1.3,4.3,12.9,32.0,
Census Region 3: South,2017.0,Male,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,0.5,2.3,6.4,,14.7,25.3,56.7,177.8,
Census Region 3: South,2017.0,Male,#Hernia (K40-K46),GR113-092,,,,,0.3,,0.6,1.3,3.2,13.9,
Census Region 3: South,2017.0,Male,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.4,2.5,4.1,7.7,,9.1,5.1,3.4,,
Census Region 3: South,2017.0,Male,#Hyperplasia of prostate (N40),GR113-103,,,,,,,,,1.8,10.8,
Census Region 3: South,2017.0,Male,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,0.3,0.3,0.5,1.7,,4.5,14.5,41.3,103.8,
Census Region 3: South,2017.0,Male,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,,,,,,,,0.4,1.0,3.0,
Census Region 3: South,2017.0,Male,#Influenza and pneumonia (J09-J18),GR113-076,0.8,0.5,1.1,2.4,5.9,,16.1,37.2,107.9,373.2,5.5
Census Region 3: South,2017.0,Male,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,22.5,28.9,28.8,30.8,1.8,32.0,28.8,38.3,52.5,
Census Region 3: South,2017.0,Male,"#Legal intervention (Y35,Y89.0)",GR113-130,,0.4,0.8,0.7,0.6,,,,,,
Census Region 3: South,2017.0,Male,#Malignant neoplasms (C00-C97),GR113-019,2.5,4.0,7.6,24.9,99.7,2.2,353.2,717.3,1311.0,2102.9,
Census Region 3: South,2017.0,Male,"#Meningitis (G00,G03)",GR113-050,,,,,,,0.4,,,,
Census Region 3: South,2017.0,Male,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,0.9,2.9,8.2,,20.4,49.0,126.7,342.2,
Census Region 3: South,2017.0,Male,#Nutritional deficiencies (E40-E64),GR113-047,,,,,0.5,,1.6,4.9,14.2,67.3,
Census Region 3: South,2017.0,Male,#Parkinson disease (G20-G21),GR113-051,,,,,,,2.4,25.4,135.5,317.9,
Census Region 3: South,2017.0,Male,#Peptic ulcer (K25-K28),GR113-090,,,,,0.6,,1.6,2.7,5.9,12.0,
Census Region 3: South,2017.0,Male,"#Pneumoconioses and chemical effects (J60-J66,J68)",GR113-087,,,,,,,0.4,1.3,4.1,12.9,
Census Region 3: South,2017.0,Male,#Pneumonitis due to solids and liquids (J69),GR113-088,,,0.3,0.5,1.6,,6.0,14.4,48.3,200.7,
Census Region 3: South,2017.0,Male,#Septicemia (A40-A41),GR113-010,,0.4,1.0,3.1,8.4,,21.8,43.0,94.9,223.3,5.2
Census Region 3: South,2017.0,Male,#Tuberculosis (A16-A19),GR113-004,,,,,,,0.3,0.6,1.1,,
Census Region 3: South,2017.0,Male,#Viral hepatitis (B15-B19),GR113-015,,,,0.9,3.7,,9.9,6.1,2.7,3.1,
Census Region 3: South,2017.0,Male,Accidental discharge of firearms (W32-W34),GR113-119,,0.6,0.5,0.3,0.3,,0.3,,,,
Census Region 3: South,2017.0,Male,Accidental drowning and submersion (W65-W74),GR113-120,5.2,2.2,2.0,1.8,1.9,0.9,2.3,2.4,3.0,2.6,
Census Region 3: South,2017.0,Male,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,0.7,0.3,0.4,0.7,1.1,0.4,2.4,3.0,4.6,4.5,
Census Region 3: South,2017.0,Male,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,13.7,46.2,46.9,41.8,,30.8,9.1,2.4,4.5,
Census Region 3: South,2017.0,Male,"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)",GR113-098,,,,,,,,0.6,2.2,7.8,
Census Region 3: South,2017.0,Male,Acute and subacute endocarditis (I33),GR113-065,,,0.4,0.4,0.6,,1.2,1.3,1.8,3.9,
Census Region 3: South,2017.0,Male,Acute myocardial infarction (I21-I22),GR113-059,,,1.6,8.5,32.0,,78.0,140.6,261.2,577.9,
Census Region 3: South,2017.0,Male,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,,0.4,,0.7,1.4,3.4,7.9,
Census Region 3: South,2017.0,Male,Alcoholic liver disease (K70),GR113-094,,,1.7,6.0,16.8,,28.3,20.0,11.4,5.9,
Census Region 3: South,2017.0,Male,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,0.8,1.5,2.2,4.6,13.3,0.5,40.6,80.0,150.6,274.1,
Census Region 3: South,2017.0,Male,All other diseases (Residual) ,GR113-111,3.3,5.0,11.9,23.1,51.7,2.4,110.4,199.2,541.3,1908.8,16.6
Census Region 3: South,2017.0,Male,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,1.1,4.8,21.5,,67.7,162.5,432.3,1421.0,
Census Region 3: South,2017.0,Male,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,1.0,2.4,6.1,11.8,27.1,0.5,60.4,114.5,270.3,862.6,7.1
Census Region 3: South,2017.0,Male,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,22.1,22.5,13.8,7.6,0.8,4.6,2.0,1.3,,
Census Region 3: South,2017.0,Male,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,1.9,1.8,2.8,2.8,2.9,0.4,2.7,1.8,1.7,3.0,10.1
Census Region 3: South,2017.0,Male,Asthma (J45-J46),GR113-085,,0.5,0.7,0.7,0.9,0.4,1.3,1.2,1.8,4.3,
Census Region 3: South,2017.0,Male,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,1.0,6.0,22.0,,51.7,70.4,109.3,285.2,
Census Region 3: South,2017.0,Male,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,0.8,,2.0,5.5,17.0,42.9,6.4
Census Region 3: South,2017.0,Male,"Discharge of firearms, undetermined intent (Y22-Y24)",GR113-132,,0.4,0.2,,,,,,,,
Census Region 3: South,2017.0,Male,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,0.3,,0.6,0.7,1.6,,
Census Region 3: South,2017.0,Male,Emphysema (J43),GR113-084,,,,,0.6,,3.0,7.0,14.9,26.8,
Census Region 3: South,2017.0,Male,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,0.6,2.0,5.2,5.0,5.0,0.3,4.8,1.5,1.9,,2.8
Census Region 3: South,2017.0,Male,Falls (W00-W19),GR113-118,,0.6,1.4,1.8,4.3,,9.6,21.5,76.4,277.9,
Census Region 3: South,2017.0,Male,Heart failure (I50),GR113-067,,,0.5,2.5,6.4,,19.9,51.3,172.8,736.0,
Census Region 3: South,2017.0,Male,Hodgkin disease (C81),GR113-038,,,,,0.3,,0.6,1.1,1.8,3.3,
Census Region 3: South,2017.0,Male,Hypertensive heart and renal disease (I13),GR113-057,,,,0.5,1.1,,2.4,5.4,17.3,60.0,
Census Region 3: South,2017.0,Male,Hypertensive heart disease (I11),GR113-056,,0.3,2.4,7.5,18.2,,35.3,44.7,74.8,244.8,
Census Region 3: South,2017.0,Male,Influenza (J09-J11),GR113-077,,,,0.4,0.8,,1.5,3.4,8.7,35.5,
Census Region 3: South,2017.0,Male,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,13.3,15.3,15.1,17.7,1.0,21.4,23.3,33.5,45.4,
Census Region 3: South,2017.0,Male,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,9.2,13.5,13.7,13.0,0.8,10.6,5.5,4.8,7.1,
Census Region 3: South,2017.0,Male,Ischemic heart diseases (I20-I25),GR113-058,,0.4,3.8,19.8,77.3,,202.0,379.7,812.5,2308.8,
Census Region 3: South,2017.0,Male,Leukemia (C91-C95),GR113-040,0.7,1.0,0.9,1.5,3.3,0.6,9.3,24.6,62.9,109.6,
Census Region 3: South,2017.0,Male,Major cardiovascular diseases (I00-I78),GR113-053,1.9,4.1,16.6,53.2,159.7,0.9,392.8,749.3,1755.0,5463.8,13.7
Census Region 3: South,2017.0,Male,Malignant melanoma of skin (C43),GR113-028,,,0.3,0.9,2.0,,5.1,10.0,20.2,36.2,
Census Region 3: South,2017.0,Male,Malignant neoplasm of bladder (C67),GR113-035,,,,,1.5,,7.5,19.8,57.9,151.5,
Census Region 3: South,2017.0,Male,Malignant neoplasm of breast (C50),GR113-029,,,,,,,0.7,1.3,1.8,,
Census Region 3: South,2017.0,Male,Malignant neoplasm of esophagus (C15),GR113-021,,,,1.0,4.2,,16.0,28.6,36.8,43.2,
Census Region 3: South,2017.0,Male,Malignant neoplasm of larynx (C32),GR113-026,,,,,1.3,,5.2,8.3,11.4,13.9,
Census Region 3: South,2017.0,Male,Malignant neoplasm of pancreas (C25),GR113-025,,,,1.6,7.4,,25.5,54.7,86.0,105.5,
Census Region 3: South,2017.0,Male,Malignant neoplasm of prostate (C61),GR113-033,,,,,2.0,,14.8,54.9,157.9,415.3,
Census Region 3: South,2017.0,Male,Malignant neoplasm of stomach (C16),GR113-022,,,0.3,1.2,3.2,,7.7,13.6,24.5,38.3,
Census Region 3: South,2017.0,Male,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.9,4.5,15.7,,36.8,58.3,98.9,178.3,
Census Region 3: South,2017.0,Male,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.9,3.8,,10.9,21.4,34.3,54.4,
Census Region 3: South,2017.0,Male,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.8,4.0,,12.1,16.6,21.7,28.5,
Census Region 3: South,2017.0,Male,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,0.3,0.8,7.8,,34.5,45.3,51.4,62.9,
Census Region 3: South,2017.0,Male,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,0.8,1.3,1.6,3.1,8.3,0.7,24.8,65.1,152.1,258.0,
Census Region 3: South,2017.0,Male,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,0.6,0.9,2.3,4.8,0.9,11.3,18.0,26.3,24.3,
Census Region 3: South,2017.0,Male,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.4,2.7,20.1,,99.7,221.3,379.2,416.2,
Census Region 3: South,2017.0,Male,Malnutrition (E40-E46),GR113-048,,,,,0.5,,1.5,4.7,14.0,64.3,
Census Region 3: South,2017.0,Male,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,3.7,27.4,29.4,25.3,25.2,2.9,27.7,22.8,33.2,45.3,3.6
Census Region 3: South,2017.0,Male,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,0.4,1.7,,6.0,16.8,34.8,55.3,
Census Region 3: South,2017.0,Male,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.3,0.5,1.0,3.0,,8.9,22.5,52.4,89.6,
Census Region 3: South,2017.0,Male,"Nontransport accidents (W00-X59,Y86)",GR113-117,8.5,19.2,53.6,55.1,55.2,2.3,54.9,50.3,116.8,378.4,44.1
Census Region 3: South,2017.0,Male,Other acute ischemic heart diseases (I24),GR113-060,,,,0.5,1.9,,4.6,6.1,9.6,24.6,
Census Region 3: South,2017.0,Male,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,1.6,5.0,4.7,4.8,,4.6,1.3,1.6,,2.8
Census Region 3: South,2017.0,Male,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,0.8,,0.4,0.5,1.6,,3.7,6.6,13.2,27.6,5.1
Census Region 3: South,2017.0,Male,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,1.7,1.8,3.1,3.6,5.7,0.6,9.7,14.0,30.0,88.4,41.1
Census Region 3: South,2017.0,Male,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,0.4,2.6,11.3,,24.3,27.4,30.8,33.8,
Census Region 3: South,2017.0,Male,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.8,9.2,,51.4,158.0,392.0,819.9,
Census Region 3: South,2017.0,Male,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,0.4,1.3,,4.0,9.5,18.3,52.4,
Census Region 3: South,2017.0,Male,Other diseases of circulatory system (I71-I78),GR113-072,,,0.6,1.7,3.5,,8.6,19.7,40.5,95.3,
Census Region 3: South,2017.0,Male,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,0.9,0.5,0.6,1.7,5.1,,15.2,43.1,107.7,224.1,7.4
Census Region 3: South,2017.0,Male,Other disorders of circulatory system (I80-I99),GR113-075,,,0.3,1.0,1.8,,2.9,4.1,6.2,12.6,
Census Region 3: South,2017.0,Male,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,2.1,10.8,43.4,,119.4,233.0,541.6,1706.3,
Census Region 3: South,2017.0,Male,Other heart diseases (I26-I51),GR113-064,1.1,2.7,7.1,14.9,34.4,0.6,82.0,167.8,446.5,1604.2,8.9
Census Region 3: South,2017.0,Male,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,0.5,0.5,0.5,0.6,,0.8,0.7,,,
Census Region 3: South,2017.0,Male,Other nutritional deficiencies (E50-E64),GR113-049,,,,,,,,,,3.0,
Census Region 3: South,2017.0,Male,Pneumonia (J12-J18),GR113-078,,0.4,1.0,2.0,5.0,,14.6,33.8,99.2,337.7,5.1
Census Region 3: South,2017.0,Male,Renal failure (N17-N19),GR113-100,,,0.8,2.7,8.1,,20.1,48.1,124.2,333.8,
Census Region 3: South,2017.0,Male,Respiratory tuberculosis (A16),GR113-005,,,,,,,,0.5,,,
Census Region 3: South,2017.0,Male,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.9,1.4,3.2,4.3,6.1,0.4,11.5,19.5,43.9,176.1,97.7
Census Region 3: South,2017.0,Male,"Transport accidents (V01-V99,Y85)",GR113-113,3.7,28.4,30.8,26.9,27.1,3.1,30.1,24.9,34.8,47.0,3.6
Census Region 3: South,2017.0,Male,"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)",GR113-116,,0.5,1.0,1.1,1.3,,1.6,1.4,1.1,,
Census Region 3: South,2018.0,Female,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,7.9,17.3,30.1,33.1,34.3,3.5,33.9,37.0,90.2,327.1,28.1
Census Region 3: South,2018.0,Female,#Alzheimer disease (G30),GR113-052,,,,,,,3.8,30.9,269.7,1485.2,
Census Region 3: South,2018.0,Female,#Anemias (D50-D64),GR113-045,,,0.6,0.6,0.8,,1.6,2.7,8.9,27.9,
Census Region 3: South,2018.0,Female,#Aortic aneurysm and dissection (I71),GR113-073,,,,0.5,0.7,,1.7,4.8,12.8,30.7,
Census Region 3: South,2018.0,Female,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,1.9,4.2,5.1,4.0,3.3,0.9,2.2,1.9,2.3,1.5,6.0
Census Region 3: South,2018.0,Female,#Atherosclerosis (I70),GR113-071,,,,,,,0.6,1.4,5.1,25.0,
Census Region 3: South,2018.0,Female,#Cerebrovascular diseases (I60-I69),GR113-070,,0.5,1.3,4.2,12.3,,30.0,78.1,277.7,1143.2,3.6
Census Region 3: South,2018.0,Female,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,277.0
Census Region 3: South,2018.0,Female,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,0.3,,0.6,1.8,4.6,19.4,
Census Region 3: South,2018.0,Female,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,1.3,5.4,13.3,,22.5,23.8,28.3,22.4,
Census Region 3: South,2018.0,Female,#Chronic lower respiratory diseases (J40-J47),GR113-082,,0.3,0.6,1.9,12.1,0.4,51.9,132.1,333.8,670.3,
Census Region 3: South,2018.0,Female,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,0.2,0.5,1.0,,1.8,4.3,5.9,8.3,
Census Region 3: South,2018.0,Female,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.6,0.6,0.8,1.1,1.6,1.0,2.4,1.6,2.2,3.8,123.4
Census Region 3: South,2018.0,Female,#Diabetes mellitus (E10-E14),GR113-046,,0.8,1.9,5.4,13.9,,29.9,60.4,111.3,218.8,
Census Region 3: South,2018.0,Female,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,0.8,1.7,6.9,20.6,58.3,0.4,138.9,296.0,830.8,3406.4,9.6
Census Region 3: South,2018.0,Female,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,0.5,,1.2,3.6,10.9,32.0,
Census Region 3: South,2018.0,Female,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,0.3,1.2,3.3,,8.3,18.2,50.5,215.2,
Census Region 3: South,2018.0,Female,#Hernia (K40-K46),GR113-092,,,,,,,0.5,1.3,3.6,12.2,
Census Region 3: South,2018.0,Female,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,,0.7,2.2,3.3,,2.7,1.4,0.8,,
Census Region 3: South,2018.0,Female,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,,0.3,0.6,1.4,,3.2,8.2,22.5,61.8,
Census Region 3: South,2018.0,Female,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,,,,,,,0.3,0.7,1.2,4.0,
Census Region 3: South,2018.0,Female,#Influenza and pneumonia (J09-J18),GR113-076,,0.3,1.1,2.3,5.8,0.4,13.3,27.7,82.1,300.3,3.6
Census Region 3: South,2018.0,Female,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,5.4,7.3,8.6,11.1,0.9,9.8,6.8,3.9,3.5,
Census Region 3: South,2018.0,Female,#Malignant neoplasms (C00-C97),GR113-019,1.8,2.5,9.6,31.8,98.8,1.9,258.2,479.6,838.2,1211.6,
Census Region 3: South,2018.0,Female,"#Meningitis (G00,G03)",GR113-050,,,,,,,,,0.6,,
Census Region 3: South,2018.0,Female,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,0.7,2.0,5.7,,14.7,36.8,91.7,227.1,
Census Region 3: South,2018.0,Female,#Nutritional deficiencies (E40-E64),GR113-047,,,,,0.5,,1.5,5.0,18.3,107.9,
Census Region 3: South,2018.0,Female,#Parkinson disease (G20-G21),GR113-051,,,,,,,1.2,10.8,62.1,152.1,
Census Region 3: South,2018.0,Female,#Peptic ulcer (K25-K28),GR113-090,,,,,0.5,,1.0,1.5,4.5,11.8,
Census Region 3: South,2018.0,Female,#Pneumonitis due to solids and liquids (J69),GR113-088,,,,0.6,1.4,,3.1,8.3,25.1,97.8,
Census Region 3: South,2018.0,Female,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,,1.1,2.4,2.2,,,,,,,
Census Region 3: South,2018.0,Female,#Septicemia (A40-A41),GR113-010,,0.4,1.2,2.9,7.1,,17.9,34.5,75.8,180.3,3.6
Census Region 3: South,2018.0,Female,#Tuberculosis (A16-A19),GR113-004,,,,,,,,,0.6,,
Census Region 3: South,2018.0,Female,#Viral hepatitis (B15-B19),GR113-015,,,,0.6,1.4,,3.7,2.3,2.2,1.6,
Census Region 3: South,2018.0,Female,Accidental drowning and submersion (W65-W74),GR113-120,2.8,0.3,0.4,0.5,0.5,0.3,0.6,0.8,0.7,,
Census Region 3: South,2018.0,Female,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,0.8,0.3,0.2,0.6,0.6,0.4,1.1,1.7,3.1,3.9,
Census Region 3: South,2018.0,Female,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,5.0,18.0,21.2,20.5,,15.5,4.4,2.1,3.3,
Census Region 3: South,2018.0,Female,"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)",GR113-098,,,,,,,,0.6,1.4,3.4,
Census Region 3: South,2018.0,Female,Acute and subacute endocarditis (I33),GR113-065,,,0.4,0.4,0.5,,0.6,1.0,1.5,1.5,
Census Region 3: South,2018.0,Female,Acute myocardial infarction (I21-I22),GR113-059,,,0.7,3.4,11.4,,29.4,61.6,146.0,417.3,
Census Region 3: South,2018.0,Female,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,0.3,0.4,,0.9,2.0,5.3,16.2,
Census Region 3: South,2018.0,Female,Alcoholic liver disease (K70),GR113-094,,,1.0,3.8,7.7,,10.3,5.6,2.4,,
Census Region 3: South,2018.0,Female,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,0.8,0.8,1.5,3.4,11.1,0.7,26.8,52.5,97.7,175.2,
Census Region 3: South,2018.0,Female,All other diseases (Residual) ,GR113-111,2.4,3.4,9.8,18.4,37.9,1.8,77.8,167.7,527.5,2378.0,13.4
Census Region 3: South,2018.0,Female,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,0.4,2.0,8.7,,25.1,66.0,208.2,892.6,
Census Region 3: South,2018.0,Female,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,,1.2,3.3,8.0,15.7,0.3,33.6,70.5,197.2,776.9,7.8
Census Region 3: South,2018.0,Female,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,3.2,3.7,2.7,1.9,0.6,1.1,1.0,0.8,,
Census Region 3: South,2018.0,Female,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,1.6,0.9,1.4,1.2,1.4,0.3,1.0,0.9,1.5,,6.0
Census Region 3: South,2018.0,Female,Asthma (J45-J46),GR113-085,,0.3,0.4,0.7,1.4,0.4,1.3,2.4,3.1,8.2,
Census Region 3: South,2018.0,Female,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,0.2,1.7,7.4,,16.7,28.1,58.6,223.4,
Census Region 3: South,2018.0,Female,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,0.3,0.6,3.4,
